task,method,seed,n_evals,folds,wall,own_best,ref_cv,regret,test,hit_optimum
knn_housing,ags_no_prune_no_stop,8,24,120,1.5661661320000348,-0.3868514260529584,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_prune_no_stop,9,24,120,1.6894296140000051,-0.3846331091511109,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_gp_no_stop,0,24,117,2.2365082979999897,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,1,24,120,2.5245660059999864,-0.3844361320224301,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_gp_no_stop,2,24,111,2.365793847000077,-0.38811661527446695,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,3,24,118,2.2046609579999767,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_gp_no_stop,4,24,120,2.390172846999917,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,5,24,109,2.5040091570000413,-0.3869279072654008,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,6,24,101,2.362153178999961,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_gp_no_stop,7,24,120,2.4621801209999603,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,8,24,111,1.9666885670000056,-0.3868514260529584,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_gp_no_stop,9,24,112,2.3648794399999815,-0.3846331091511109,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,random,0,24,120,1.6715743219999695,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,random,1,24,120,1.9008151020000241,-0.39238376445632916,-0.3905797487567478,0.006871161467357778,-0.34574375224915,False
knn_housing,random,2,24,120,2.0424615300000823,-0.3885024556956056,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,random,3,24,120,1.8091409359999489,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,random,4,24,120,1.9297721970000339,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,random,5,24,120,1.69761840700005,-0.38989955783354946,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,random,6,24,120,1.8705040099999906,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,random,7,24,120,1.879254412000023,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,random,8,24,120,1.6980301759999747,-0.3945151326192583,-0.3905797487567478,0.006871161467357778,-0.34574375224915,False
knn_housing,random,9,24,120,1.9466975650000222,-0.3846331091511109,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,optuna_tpe,0,24,120,1.7100340750000669,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,1,24,120,1.8686095220000425,-0.3844361320224301,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,optuna_tpe,2,24,120,1.7241531990000567,-0.38811661527446695,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,3,24,120,1.8863360760000205,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,optuna_tpe,4,24,120,1.83934099399994,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,5,24,120,1.9353870050000523,-0.3869279072654008,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,6,24,120,1.8942398809999759,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,optuna_tpe,7,24,120,1.917724196999984,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,8,24,120,1.8762360109999463,-0.3868514260529584,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,optuna_tpe,9,24,120,1.9096223299999338,-0.38479098791720834,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,grid_search,-1,48,240,3.5455181200000516,-0.38370858728939,-0.38370858728939,0.0,-0.3363046557210284,True
